17-34, Private, Some-college, Machine-op-inspct, Amer-Indian-Eskimo, Male,20-39, <=50K
17-34, Federal-gov, Bachelors, Prof-specialty, Other, Female,40-59, <=50K
17-34, Federal-gov, HS-grad, Exec-managerial, Other, Female,40-59, <=50K
50-65, Private, 12th, Other-service, Other, Female,20-39, <=50K
17-34, Federal-gov, Bachelors, Tech-support, Other, Male,60-79, <=50K
17-34, Self-emp-inc, Bachelors, Prof-specialty, Other, Male,60-79, <=50K
17-34, Private, Some-college, Prof-specialty, Other, Female,20-39, <=50K
17-34, Private, Bachelors, Prof-specialty, Other, Female,40-59, <=50K
35-49, Federal-gov, Assoc-voc, Tech-support, Other, Female,20-39, <=50K
17-34, Private, HS-grad, Transport-moving, Other, Male,40-59, <=50K
17-34, Private, HS-grad, Machine-op-inspct, Other, Male,40-59, <=50K
17-34, Private, Assoc-acdm, Other-service, Other, Male,40-59, <=50K
17-34, Private, Assoc-acdm, Sales, Other, Male,20-39, <=50K
35-49, Private, Assoc-voc, Adm-clerical, Other, Female,20-39, <=50K
17-34, Private, HS-grad, Adm-clerical, Other, Female,40-59, <=50K
17-34, Private, Assoc-voc, Machine-op-inspct, Other, Male,40-59, <=50K
17-34, Private, Some-college, Tech-support, Other, Female,40-59, <=50K
17-34, Private, 10th, Sales, Other, Male,40-59, <=50K
17-34, Private, HS-grad, Other-service, Other, Female,20-39, <=50K
17-34, Private, Some-college, Adm-clerical, Other, Female,40-59, <=50K
17-34, Private, Bachelors, Prof-specialty, Other, Female,40-59, <=50K
17-34, Private, Some-college, Prof-specialty, Other, Male,40-59, <=50K
17-34, Private, 12th, Other-service, Other, Male,40-59, <=50K
17-34, Private, HS-grad, Sales, Other, Male,40-59, <=50K
17-34, Private, Assoc-acdm, Craft-repair, Other, Female,40-59, <=50K
17-34, Private, Masters, Other-service, Other, Female,20-39, <=50K
35-49, Private, Assoc-acdm, Adm-clerical, Other, Female,40-59, <=50K
17-34, Private, Some-college, Other-service, Other, Female,40-59, <=50K
17-34, Private, Some-college, Machine-op-inspct, Other, Male,40-59, <=50K
17-34, Private, HS-grad, Handlers-cleaners, Other, Male,20-39, <=50K
17-34, Private, 9th, Craft-repair, Other, Male,40-59, <=50K
35-49, Private, Bachelors, Sales, Other, Female,40-59, >50K
17-34, Federal-gov, HS-grad, Adm-clerical, Other, Male,40-59, <=50K
50-65, Private, 7th-8th, Other-service, Other, Female,20-39, <=50K
17-34, Private, Some-college, Adm-clerical, Other, Female,20-39, <=50K
35-49, Private, HS-grad, Adm-clerical, Other, Female,40-59, <=50K
17-34, State-gov, Some-college, Adm-clerical, Other, Male,20-39, <=50K
50-65, Local-gov, HS-grad, Other-service, White, Female,40-59, <=50K
17-34, Private, Assoc-voc, Prof-specialty, White, Female,20-39, <=50K
17-34, Private, Assoc-voc, Prof-specialty, White, Female,20-39, <=50K
65+, Federal-gov, 11th, Adm-clerical, White, Female,0-19, <=50K
17-34, Private, Doctorate, Prof-specialty, White, Male,40-59, <=50K
17-34, Private, Some-college, Adm-clerical, White, Female,20-39, <=50K
35-49, Self-emp-not-inc, HS-grad, Craft-repair, White, Male,40-59, <=50K
50-65, Private, Some-college, Adm-clerical, White, Female,40-59, <=50K
17-34, State-gov, Some-college, Other-service, White, Female,40-59, <=50K
50-65, Private, Bachelors, Other-service, White, Male,40-59, <=50K
35-49, Private, HS-grad, Adm-clerical, White, Female,40-59, <=50K
50-65, Private, 11th, Transport-moving, White, Male,40-59, <=50K
17-34, Private, Bachelors, Adm-clerical, White, Female,20-39, <=50K
17-34, Private, Some-college, Tech-support, White, Female,0-19, <=50K
50-65, Private, 9th, Other-service, White, Female,20-39, <=50K
50-65, Self-emp-inc, HS-grad, Other-service, White, Male,40-59, <=50K
50-65, Private, HS-grad, Adm-clerical, White, Female,40-59, <=50K
50-65, Private, 11th, Craft-repair, White, Male,40-59, <=50K
35-49, Private, Bachelors, Exec-managerial, White, Male,20-39, <=50K
17-34, Private, Bachelors, Exec-managerial, White, Female,20-39, <=50K
50-65, Private, Bachelors, Prof-specialty, White, Female,60-79, <=50K
35-49, Private, Some-college, Exec-managerial, White, Male,60-79, <=50K
17-34, Private, Bachelors, Prof-specialty, White, Male,40-59, <=50K
17-34, Local-gov, Masters, Prof-specialty, White, Female,40-59, <=50K
17-34, Private, HS-grad, Prof-specialty, White, Male,40-59, <=50K
17-34, Private, HS-grad, Prof-specialty, White, Female,40-59, <=50K
35-49, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
17-34, Private, Prof-school, Prof-specialty, White, Male,40-59, <=50K
17-34, Private, HS-grad, Sales, White, Male,40-59, <=50K
35-49, Local-gov, HS-grad, Craft-repair, White, Male,40-59, <=50K
17-34, Private, 5th-6th, Craft-repair, White, Male,40-59, <=50K
17-34, Private, 5th-6th, Transport-moving, White, Male,40-59, <=50K
35-49, Private, HS-grad, Adm-clerical, White, Male,40-59, <=50K
17-34, Private, Bachelors, Adm-clerical, White, Male,40-59, <=50K
17-34, Private, HS-grad, Handlers-cleaners, White, Male,40-59, <=50K
17-34, Private, 10th, Machine-op-inspct, White, Female,40-59, <=50K
50-65, Private, 10th, Machine-op-inspct, White, Female,40-59, <=50K
17-34, Private, Some-college, Adm-clerical, White, Female,20-39, <=50K
35-49, Private, Bachelors, Adm-clerical, White, Female,20-39, <=50K
35-49, Private, HS-grad, Machine-op-inspct, White, Female,40-59, <=50K
35-49, Private, HS-grad, Other-service, White, Female,20-39, <=50K
50-65, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Federal-gov, Assoc-acdm, Adm-clerical, White, Male,40-59, <=50K
50-65, Private, Some-college, Other-service, White, Male,20-39, <=50K
65+, Private, Assoc-voc, Adm-clerical, White, Female,20-39, <=50K
35-49, Private, Prof-school, Tech-support, White, Male,40-59, >50K
35-49, Self-emp-not-inc, Masters, Prof-specialty, White, Female,40-59, <=50K
65+, Private, Doctorate, Prof-specialty, White, Female,40-59, <=50K
35-49, Private, Bachelors, Adm-clerical, White, Female,40-59, <=50K
35-49, Private, Prof-school, Exec-managerial, White, Female,40-59, <=50K
50-65, Private, HS-grad, Machine-op-inspct, White, Male,40-59, <=50K
50-65, Private, Some-college, Other-service, White, Female,40-59, <=50K
17-34, Private, Assoc-voc, Other-service, White, Male,40-59, <=50K
17-34, Self-emp-inc, Some-college, Exec-managerial, White, Male,60-79, <=50K
50-65, Private, 7th-8th, Adm-clerical, White, Female,20-39, <=50K
35-49, Private, Assoc-acdm, Adm-clerical, White, Female,40-59, <=50K
50-65, Private, Masters, Exec-managerial, White, Male,40-59, <=50K
50-65, Self-emp-inc, Some-college, Sales, White, Male,40-59, >50K
50-65, Private, Some-college, Adm-clerical, White, Female,40-59, <=50K
50-65, Self-emp-not-inc, 7th-8th, Transport-moving, White, Male,40-59, <=50K
50-65, Private, Bachelors, Prof-specialty, White, Female,40-59, <=50K
50-65, Private, 5th-6th, Other-service, White, Male,20-39, <=50K
50-65, Private, 5th-6th, Other-service, White, Male,40-59, <=50K
17-34, Private, Bachelors, Prof-specialty, White, Female,40-59, <=50K
65+, Private, 7th-8th, Machine-op-inspct, White, Female,20-39, <=50K
17-34, Private, 9th, Machine-op-inspct, White, Male,40-59, <=50K
50-65, Private, Preschool, Machine-op-inspct, White, Male,40-59, <=50K
17-34, Private, 10th, Machine-op-inspct, White, Male,40-59, <=50K
35-49, Private, Masters, Exec-managerial, White, Male,20-39, <=50K
17-34, Private, HS-grad, Handlers-cleaners, White, Male,60-79, <=50K
17-34, Private, HS-grad, Machine-op-inspct, White, Male,40-59, <=50K
35-49, Private, Assoc-voc, Prof-specialty, White, Female,40-59, <=50K
35-49, Private, 11th, Machine-op-inspct, White, Female,20-39, <=50K
17-34, Private, 12th, Handlers-cleaners, White, Male,40-59, <=50K
17-34, Private, HS-grad, Machine-op-inspct, White, Male,40-59, <=50K
17-34, Private, HS-grad, Machine-op-inspct, White, Female,40-59, <=50K
35-49, Private, 10th, Other-service, White, Female,20-39, <=50K
65+, Private, 1st-4th, Machine-op-inspct, White, Female,20-39, <=50K
17-34, Private, Bachelors, Other-service, White, Male,60-79, <=50K
17-34, Private, 1st-4th, Other-service, White, Male,20-39, <=50K
17-34, Private, 9th, Other-service, White, Male,40-59, <=50K
17-34, Private, HS-grad, Machine-op-inspct, White, Female,20-39, <=50K
17-34, Private, 9th, Craft-repair, White, Male,40-59, <=50K
35-49, Private, 11th, Other-service, White, Female,20-39, <=50K
17-34, Private, 9th, Other-service, White, Male,40-59, <=50K
35-49, Private, HS-grad, Other-service, White, Female,40-59, <=50K
35-49, Private, 9th, Priv-house-serv, White, Female,20-39, <=50K
17-34, Private, 10th, Other-service, White, Male,20-39, <=50K
17-34, Private, 10th, Sales, White, Male,40-59, <=50K
17-34, Private, Bachelors, Other-service, White, Male,40-59, <=50K
35-49, Private, 1st-4th, Machine-op-inspct, White, Female,40-59, <=50K
17-34, Private, 5th-6th, Other-service, White, Male,60-79, <=50K
35-49, Private, 1st-4th, Other-service, White, Male,40-59, <=50K
50-65, Private, Preschool, Other-service, White, Male,40-59, <=50K
17-34, Private, 1st-4th, Farming-fishing, White, Male,20-39, <=50K
17-34, Private, HS-grad, Other-service, White, Male,40-59, <=50K
17-34, Private, HS-grad, Craft-repair, White, Female,40-59, <=50K
50-65, Federal-gov, Some-college, Exec-managerial, White, Female,40-59, <=50K
17-34, Private, HS-grad, Handlers-cleaners, White, Male,60-79, <=50K
17-34, Self-emp-not-inc, Masters, Prof-specialty, White, Male,40-59, <=50K
35-49, Private, Bachelors, Other-service, White, Male,60-79, <=50K
65+, Private, HS-grad, Priv-house-serv, White, Female,40-59, <=50K
50-65, Private, Doctorate, Prof-specialty, White, Male,40-59, <=50K
35-49, Private, Doctorate, Prof-specialty, White, Male,40-59, <=50K
35-49, Private, HS-grad, Tech-support, White, Male,60-79, <=50K
35-49, Private, Bachelors, Prof-specialty, White, Male,40-59, >50K
17-34, Private, Bachelors, Exec-managerial, White, Male,80+, >50K
17-34, Private, 10th, Craft-repair, White, Male,20-39, <=50K
17-34, Private, Some-college, Exec-managerial, White, Female,40-59, <=50K
17-34, Private, Some-college, Prof-specialty, White, Female,40-59, <=50K
35-49, Local-gov, Bachelors, Tech-support, White, Female,40-59, >50K
50-65, Self-emp-not-inc, HS-grad, Prof-specialty, White, Male,20-39, <=50K
35-49, Private, HS-grad, Exec-managerial, White, Male,40-59, >50K
17-34, State-gov, Doctorate, Prof-specialty, White, Female,80+, <=50K
35-49, Private, HS-grad, Adm-clerical, White, Female,40-59, <=50K
50-65, Private, HS-grad, Sales, White, Female,40-59, <=50K
17-34, Private, Bachelors, Prof-specialty, White, Male,20-39, <=50K
17-34, Private, Assoc-acdm, Sales, White, Male,40-59, <=50K
17-34, Private, 12th, Exec-managerial, White, Male,40-59, <=50K
17-34, Private, 5th-6th, Priv-house-serv, White, Female,60-79, <=50K
17-34, Private, Some-college, Machine-op-inspct, White, Male,40-59, >50K
35-49, Private, HS-grad, Exec-managerial, White, Female,40-59, <=50K
35-49, Private, Some-college, Exec-managerial, White, Male,40-59, <=50K
17-34, Private, Bachelors, Prof-specialty, White, Male,40-59, <=50K
17-34, Private, HS-grad, Priv-house-serv, White, Female,40-59, <=50K
50-65, State-gov, HS-grad, Adm-clerical, White, Female,40-59, <=50K
17-34, Private, Masters, Adm-clerical, White, Female,40-59, <=50K
50-65, Private, HS-grad, Sales, White, Female,40-59, >50K
35-49, Self-emp-not-inc, Bachelors, Prof-specialty, White, Male,40-59, <=50K
17-34, Self-emp-inc, Masters, Exec-managerial, White, Female,40-59, >50K
50-65, Private, HS-grad, Priv-house-serv, White, Female,40-59, <=50K
17-34, Private, HS-grad, Other-service, White, Female,20-39, <=50K
17-34, Self-emp-not-inc, HS-grad, Exec-managerial, White, Male,40-59, <=50K
17-34, Private, Bachelors, Priv-house-serv, White, Female,40-59, <=50K
35-49, Private, Prof-school, Prof-specialty, White, Male,60-79, <=50K
17-34, Private, Bachelors, Prof-specialty, White, Male,40-59, <=50K
17-34, State-gov, Assoc-acdm, Adm-clerical, White, Female,40-59, <=50K
17-34, Private, Bachelors, Prof-specialty, White, Female,0-19, <=50K
35-49, Private, Assoc-acdm, Sales, White, Female,20-39, <=50K
17-34, Private, Bachelors, Exec-managerial, White, Female,40-59, <=50K
17-34, Private, Some-college, Other-service, White, Female,20-39, <=50K
17-34, Local-gov, Masters, Prof-specialty, White, Female,40-59, <=50K
65+, Private, Masters, Prof-specialty, White, Female,0-19, <=50K
50-65, Private, HS-grad, Adm-clerical, White, Female,20-39, <=50K
50-65, Private, Some-college, Adm-clerical, White, Female,40-59, <=50K
17-34, Private, 11th, Craft-repair, White, Male,40-59, <=50K
35-49, Private, Bachelors, Other-service, White, Female,20-39, <=50K
35-49, Private, Bachelors, Prof-specialty, White, Female,40-59, <=50K
35-49, Private, Some-college, Adm-clerical, White, Female,40-59, <=50K
65+, Private, 7th-8th, Other-service, White, Female,20-39, <=50K
17-34, Local-gov, Some-college, Prof-specialty, White, Male,40-59, <=50K
17-34, Private, 11th, Adm-clerical, White, Female,40-59, <=50K
17-34, Private, Doctorate, Prof-specialty, White, Male,40-59, <=50K
50-65, Private, HS-grad, Sales, White, Female,40-59, <=50K
17-34, State-gov, Masters, Prof-specialty, White, Female,40-59, <=50K
65+, Self-emp-not-inc, Bachelors, Craft-repair, White, Male,0-19, >50K
35-49, Private, Bachelors, Priv-house-serv, White, Female,40-59, <=50K
17-34, Private, HS-grad, Adm-clerical, White, Female,40-59, <=50K
17-34, Private, 7th-8th, Craft-repair, White, Male,20-39, <=50K
50-65, Self-emp-inc, Bachelors, Sales, White, Female,40-59, <=50K
35-49, Private, Some-college, Craft-repair, White, Male,40-59, <=50K
65+, Private, HS-grad, Adm-clerical, White, Female,0-19, >50K
17-34, Local-gov, Bachelors, Prof-specialty, White, Female,40-59, <=50K
65+, Private, Assoc-acdm, Adm-clerical, White, Female,0-19, <=50K
17-34, Private, Some-college, Adm-clerical, White, Male,40-59, <=50K
17-34, Private, HS-grad, Handlers-cleaners, White, Male,40-59, <=50K
17-34, Private, Doctorate, Prof-specialty, White, Female,60-79, >50K
17-34, Private, Assoc-voc, Exec-managerial, White, Male,60-79, >50K
35-49, Private, HS-grad, Other-service, White, Male,60-79, <=50K
17-34, Private, Some-college, Adm-clerical, White, Female,20-39, <=50K
50-65, Self-emp-not-inc, 10th, Craft-repair, White, Male,40-59, <=50K
17-34, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
35-49, Private, 11th, Machine-op-inspct, White, Male,40-59, <=50K
35-49, Private, HS-grad, Priv-house-serv, White, Female,40-59, <=50K
50-65, Private, 7th-8th, Machine-op-inspct, White, Male,40-59, <=50K
17-34, Private, 1st-4th, Priv-house-serv, White, Female,40-59, <=50K
17-34, Private, 1st-4th, Priv-house-serv, White, Female,40-59, <=50K
17-34, Private, 1st-4th, Priv-house-serv, White, Female,40-59, <=50K
17-34, Private, Some-college, Priv-house-serv, White, Female,20-39, <=50K
35-49, Private, Some-college, Tech-support, White, Male,20-39, >50K
50-65, Private, 7th-8th, Machine-op-inspct, White, Male,40-59, <=50K
17-34, Private, 5th-6th, Other-service, White, Male,40-59, <=50K
50-65, Private, HS-grad, Adm-clerical, White, Male,40-59, <=50K
35-49, Private, 5th-6th, Farming-fishing, White, Male,20-39, <=50K
17-34, Private, 1st-4th, Priv-house-serv, White, Female,40-59, <=50K
35-49, Private, 1st-4th, Other-service, White, Male,40-59, <=50K
17-34, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
17-34, Private, 1st-4th, Craft-repair, White, Male,40-59, <=50K
17-34, Private, HS-grad, Other-service, White, Male,40-59, <=50K
17-34, Private, 1st-4th, Craft-repair, White, Male,40-59, <=50K
17-34, Private, HS-grad, Handlers-cleaners, White, Male,40-59, <=50K
35-49, Self-emp-inc, Some-college, Machine-op-inspct, White, Female,40-59, <=50K
17-34, Private, Some-college, Exec-managerial, White, Male,40-59, <=50K
17-34, Self-emp-not-inc, 11th, Craft-repair, White, Male,20-39, <=50K
17-34, Private, 11th, Sales, White, Female,40-59, <=50K
17-34, Private, Preschool, Farming-fishing, White, Male,20-39, <=50K
50-65, Private, Bachelors, Exec-managerial, White, Female,40-59, >50K
17-34, Private, Bachelors, Prof-specialty, White, Male,0-19, <=50K
65+, Self-emp-not-inc, Bachelors, Prof-specialty, White, Female,0-19, <=50K
50-65, Private, Some-college, Prof-specialty, White, Female,20-39, <=50K
17-34, Private, Bachelors, Tech-support, White, Male,60-79, <=50K
17-34, Private, Some-college, Priv-house-serv, White, Female,40-59, <=50K
35-49, Private, Assoc-acdm, Transport-moving, White, Male,40-59, <=50K
50-65, Private, Assoc-acdm, Other-service, White, Male,20-39, <=50K
35-49, Private, Masters, Exec-managerial, White, Male,60-79, >50K
17-34, Private, Bachelors, Prof-specialty, White, Male,40-59, <=50K
35-49, Private, Masters, Sales, White, Male,20-39, <=50K
17-34, Local-gov, Some-college, Exec-managerial, White, Male,40-59, <=50K
35-49, Private, Some-college, Craft-repair, White, Male,40-59, <=50K
35-49, Private, HS-grad, Other-service, White, Male,0-19, <=50K
17-34, Private, HS-grad, Farming-fishing, White, Male,40-59, <=50K
17-34, Private, Assoc-voc, Craft-repair, White, Male,40-59, <=50K
17-34, Private, HS-grad, Craft-repair, White, Male,20-39, <=50K
35-49, Private, 9th, Machine-op-inspct, White, Female,40-59, <=50K
17-34, Private, 11th, Other-service, White, Female,40-59, <=50K
17-34, Private, HS-grad, Craft-repair, White, Male,40-59, <=50K
17-34, Private, HS-grad, Other-service, White, Female,40-59, <=50K
35-49, Private, Some-college, Exec-managerial, White, Female,40-59, >50K
17-34, Private, HS-grad, Craft-repair, White, Male,20-39, <=50K
50-65, Private, Some-college, Handlers-cleaners, White, Female,40-59, <=50K
17-34, Private, HS-grad, Other-service, White, Male,40-59, <=50K
17-34, Private, Masters, Prof-specialty, White, Male,40-59, <=50K
65+, Self-emp-not-inc, 7th-8th, Adm-clerical, White, Male,20-39, >50K
50-65, Private, 12th, Machine-op-inspct, White, Female,40-59, <=50K
50-65, Private, Bachelors, Other-service, White, Male,40-59, >50K
35-49, State-gov, Doctorate, Exec-managerial, White, Female,40-59, >50K
17-34, Private, Prof-school, Prof-specialty, White, Female,0-19, <=50K
65+, Private, 5th-6th, Other-service, White, Male,0-19, <=50K
50-65, Private, Some-college, Exec-managerial, White, Female,40-59, <=50K
50-65, Private, 5th-6th, Machine-op-inspct, White, Female,0-19, <=50K
50-65, Private, HS-grad, Other-service, White, Female,20-39, <=50K
17-34, Private, 12th, Prof-specialty, White, Female,20-39, <=50K
17-34, Private, HS-grad, Other-service, White, Female,80+, <=50K
17-34, Private, Some-college, Craft-repair, White, Male,40-59, <=50K
17-34, Local-gov, Bachelors, Prof-specialty, White, Male,20-39, <=50K
35-49, Private, Masters, Adm-clerical, White, Female,40-59, >50K
17-34, Private, Bachelors, Sales, White, Male,40-59, <=50K
17-34, Private, Some-college, Adm-clerical, White, Female,40-59, <=50K
